#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-04T11:02:48 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-04T11:02:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/A%2BA/554/A98/table5&-out.max=99999&-out=Teff,logg,M,f1(V),f2(V),f3(V),f4(V)	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_35540098
#Name: J/A+A/554/A98
#Title: Limb-darkening coefficients for red giants (Neilson+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/554/a98	    IVOID of underlying data collection
#INFO	creator=Neilson H.R.	    First author or institution
#INFO	cites=bibcode:2013A&A...554A..98N	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2013	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/554/A98	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.35540098	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-12-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_554_A98_table5:
#Name: J/A+A/554/A98/table5
#Title: Spherical 4-parameter limb-darkening coefficients
#Column	Teff	(I4)	[3000/8000] Model effective temperature	[ucd=phys.temperature.effective;meta.modelled]
#Column	logg	(F5.2)	[-1/3] Model surface gravity	[ucd=phys.gravity;meta.modelled]
#Column	M	(F4.1)	[0.5/20] Model mass	[ucd=phys.mass;meta.modelled]
#Column	f1(V)	(F7.4)	V-band four-parameter f_1_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f2(V)	(F8.4)	V-band four-parameter f_2_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f3(V)	(F8.4)	V-band four-parameter f_3_ coefficient (G4)	[ucd=phot.limbDark]
#Column	f4(V)	(F8.4)	V-band four-parameter f_4_ coefficient (G4)	[ucd=phot.limbDark]
Teff	logg	M	f1(V)	f2(V)	f3(V)	f4(V)
4500	 1.50	 5.0	-2.2892	 10.4062	-12.5224	  5.2959
4500	 1.75	 5.0	-1.5590	  8.4663	-10.5763	  4.6208
4600	 1.00	 5.0	-3.3931	 12.4648	-13.6018	  5.3073
4600	 1.25	 5.0	-3.0521	 12.2658	-14.1574	  5.7650
4600	 1.50	 5.0	-2.4321	 10.9318	-13.1545	  5.5358
4600	 1.75	 5.0	-1.6079	  8.7456	-10.9624	  4.7752
4700	 1.00	 5.0	-3.5128	 12.7829	-13.8628	  5.3593
4700	 1.25	 5.0	-3.1290	 12.6006	-14.5782	  5.9239
4700	 1.50	 5.0	-2.5629	 11.4127	-13.7298	  5.7524
4700	 1.75	 5.0	-1.7225	  9.2147	-11.5575	  5.0093
4800	 1.00	 5.0	-3.6182	 13.0744	-14.1182	  5.4195
4800	 1.25	 5.0	-3.3292	 13.1519	-15.1072	  6.0844
4800	 1.50	 5.0	-2.7261	 11.9558	-14.3434	  5.9741
4800	 1.75	 5.0	-1.9168	  9.8746	-12.3300	  5.3024
4900	 1.00	 5.0	-3.7362	 13.3214	-14.2433	  5.4037
4900	 1.25	 5.0	-3.4856	 13.6316	-15.6134	  6.2549
4900	 1.50	 5.0	-2.8781	 12.4794	-14.9523	  6.2005
4900	 1.75	 5.0	-2.0741	 10.4525	-13.0381	  5.5798
5000	 1.00	 5.0	-3.8208	 13.5075	-14.3371	  5.3878
5000	 1.25	 5.0	-3.6911	 14.1270	-16.0046	  6.3371
5000	 1.50	 5.0	-3.1255	 13.2119	-15.7274	  6.4705
5000	 1.75	 5.0	-2.3383	 11.3025	-14.0106	  5.9470
5100	 1.00	 5.0	-3.9025	 13.4359	-13.9040	  5.0948
5100	 1.25	 5.0	-3.8590	 14.5145	-16.2840	  6.3810
5100	 1.50	 5.0	-3.3517	 13.8628	-16.3885	  6.6883
5100	 1.75	 5.0	-2.5954	 12.1130	-14.9161	  6.2796
5200	 1.00	 5.0	-3.9640	 13.3982	-13.6031	  4.8835
5200	 1.25	 5.0	-4.0047	 14.8692	-16.5661	  6.4403
5200	 1.50	 5.0	-3.5856	 14.5119	-17.0341	  6.8988
5200	 1.75	 5.0	-2.8197	 12.8260	-15.7231	  6.5811
5300	 1.00	 5.0	-3.9896	 13.2908	-13.2611	  4.6687
5300	 1.25	 5.0	-4.1303	 15.1372	-16.7218	  6.4412
5300	 1.50	 5.0	-3.7640	 15.0228	-17.5433	  7.0607
5300	 1.75	 5.0	-3.0180	 13.4483	-16.4150	  6.8337
5400	 1.00	 5.0	-3.9925	 13.1075	-12.8340	  4.4239
5400	 1.25	 5.0	-4.2236	 15.3549	-16.8757	  6.4618
5400	 1.50	 5.0	-3.8877	 15.4020	-17.9502	  7.2021
5400	 1.75	 5.0	-3.1496	 13.9084	-16.9648	  7.0458
5500	 1.00	 5.0	-4.0459	 13.2441	-12.9287	  4.4304
5500	 1.25	 5.0	-4.3034	 15.5365	-16.9880	  6.4647
5500	 1.50	 5.0	-4.0090	 15.7406	-18.2739	  7.2982
5500	 1.75	 5.0	-3.3341	 14.4580	-17.5468	  7.2479
5600	 1.00	 5.0	-4.0363	 13.0340	-12.4755	  4.1750
5600	 1.25	 5.0	-4.3819	 15.6106	-16.8763	  6.3476
5600	 1.50	 5.0	-4.1439	 16.0870	-18.5726	  7.3733
5600	 1.75	 5.0	-3.5000	 14.9397	-18.0410	  7.4130
5700	 1.00	 5.0	-3.9449	 12.3965	-11.3685	  3.6145
5700	 1.25	 5.0	-4.4419	 15.6094	-16.6654	  6.1893
5700	 1.50	 5.0	-4.2720	 16.3838	-18.7918	  7.4116
5700	 1.75	 5.0	-3.6537	 15.3957	-18.5219	  7.5792
5800	 1.00	 5.0	-3.9434	 12.3003	-11.1333	  3.4723
5800	 1.25	 5.0	-4.4833	 15.7045	-16.7093	  6.1757
5800	 1.50	 5.0	-4.3319	 16.5586	-18.9514	  7.4514
5800	 1.75	 5.0	-3.7164	 15.6050	-18.7476	  7.6538
5900	 1.00	 5.0	-3.9595	 12.2978	-11.0542	  3.4096
5900	 1.25	 5.0	-4.5295	 15.8355	-16.8234	  6.2010
5900	 1.50	 5.0	-4.3868	 16.7441	-19.1559	  7.5214
5900	 1.75	 5.0	-3.7684	 15.7985	-18.9784	  7.7396
6000	 1.00	 5.0	-3.9637	 12.2438	-10.8933	  3.3052
6000	 1.25	 5.0	-4.5654	 15.9323	-16.8892	  6.2029
6000	 1.50	 5.0	-4.4266	 16.8785	-19.2909	  7.5590
6000	 1.75	 5.0	-3.8034	 15.9308	-19.1249	  7.7866
6100	 1.00	 5.0	-3.9533	 12.1199	-10.6282	  3.1528
6100	 1.25	 5.0	-4.5970	 15.9969	-16.8990	  6.1766
6100	 1.50	 5.0	-4.4651	 17.0001	-19.4027	  7.5847
6100	 1.75	 5.0	-3.8387	 16.0583	-19.2604	  7.8276
6200	 1.00	 5.0	-3.9077	 11.8244	-10.1131	  2.8883
6200	 1.25	 5.0	-4.6311	 16.0481	-16.8807	  6.1373
6200	 1.50	 5.0	-4.5135	 17.1485	-19.5487	  7.6269
6200	 1.75	 5.0	-3.8858	 16.2191	-19.4363	  7.8864
6300	 1.00	 5.0	-3.7906	 11.1902	 -9.0897	  2.3861
6300	 1.25	 5.0	-4.6561	 16.0337	-16.7440	  6.0363
6300	 1.50	 5.0	-4.5643	 17.2811	-19.6462	  7.6381
6300	 1.75	 5.0	-3.9428	 16.3937	-19.6058	  7.9338
6400	 1.00	 5.0	-3.4729	  9.6601	 -6.7771	  1.3008
6400	 1.25	 5.0	-4.6743	 15.9563	-16.5011	  5.8848
6400	 1.50	 5.0	-4.6261	 17.4229	-19.7369	  7.6429
6400	 1.75	 5.0	-4.0087	 16.5922	-19.8047	  7.9949
6500	 1.25	 5.0	-4.6759	 15.7710	-16.0800	  5.6467
6500	 1.50	 5.0	-4.6958	 17.5596	-19.7915	  7.6233
6500	 1.75	 5.0	-4.0914	 16.8221	-20.0167	  8.0528
6600	 1.50	 5.0	-4.7727	 17.6947	-19.8247	  7.5902
6600	 1.75	 5.0	-4.1920	 17.0865	-20.2497	  8.1132
6700	 1.50	 5.0	-4.8333	 17.8021	-19.8554	  7.5675
6700	 1.75	 5.0	-4.2940	 17.3577	-20.5006	  8.1859
6800	 1.50	 5.0	-4.9191	 17.8997	-19.7942	  7.4841
6800	 1.75	 5.0	-4.4263	 17.6961	-20.8054	  8.2725
6900	 1.50	 5.0	-4.9676	 17.9659	-19.7743	  7.4408
6900	 1.75	 5.0	-4.5181	 17.9374	-21.0308	  8.3403
7000	 1.75	 5.0	-4.6676	 18.2731	-21.2842	  8.3930
3100	 3.00	 5.0	-4.0118	 17.0847	-24.9641	 12.6215
3200	 3.00	 5.0	-3.8202	 16.3104	-23.7745	 12.0264
3300	 3.00	 5.0	-2.1841	 10.2100	-14.5381	  7.3593
3400	 3.00	 5.0	 0.6837	 -0.0011	  0.5220	 -0.1790
3500	 3.00	 5.0	 1.5231	 -2.3173	  2.4579	 -0.5675
3600	 3.00	 5.0	 1.5323	 -2.4595	  2.5773	 -0.5387
3700	 3.00	 5.0	 1.6278	 -2.3892	  2.2511	 -0.3597
3800	 3.00	 5.0	 1.5937	 -2.2226	  2.1122	 -0.3495
3900	 3.00	 5.0	 1.5789	 -2.0577	  1.8930	 -0.2767
4000	 3.00	 5.0	 1.5263	 -1.7957	  1.5694	 -0.1619
4100	 3.00	 5.0	 1.4942	 -1.6050	  1.3302	 -0.0800
4200	 3.00	 5.0	 1.4896	 -1.5045	  1.1947	 -0.0383
4300	 3.00	 5.0	 1.5003	 -1.4439	  1.0951	 -0.0068
4400	 3.00	 5.0	 1.5138	 -1.3906	  0.9981	  0.0262
4500	 3.00	 5.0	 1.5347	 -1.3525	  0.9095	  0.0591
4600	 3.00	 5.0	 1.5506	 -1.2923	  0.7886	  0.1071
4700	 3.00	 5.0	 1.5620	 -1.2139	  0.6459	  0.1630
4800	 3.00	 5.0	 1.5626	 -1.0814	  0.4174	  0.2615
4900	 3.00	 5.0	 1.5590	 -0.9307	  0.1640	  0.3706
5000	 3.00	 5.0	 1.5192	 -0.6587	 -0.2416	  0.5451
5100	 3.00	 5.0	 1.4592	 -0.3228	 -0.7221	  0.7498
5200	 3.00	 5.0	 1.3809	  0.0813	 -1.2942	  0.9951
5300	 3.00	 5.0	 1.3028	  0.4710	 -1.8411	  1.2290
5400	 3.00	 5.0	 1.2351	  0.8135	 -2.3211	  1.4328
5500	 3.00	 5.0	 1.1765	  1.1170	 -2.7496	  1.6155
5600	 3.00	 5.0	 1.1199	  1.4040	 -3.1530	  1.7876
5700	 3.00	 5.0	 1.0642	  1.6921	 -3.5630	  1.9639
5800	 3.00	 5.0	 1.0516	  1.8108	 -3.7478	  2.0437
5900	 3.00	 5.0	 1.0590	  1.8613	 -3.8505	  2.0907
6000	 3.00	 5.0	 1.0746	  1.8719	 -3.8934	  2.1098
6100	 3.00	 5.0	 1.1015	  1.8348	 -3.8698	  2.0992
6200	 3.00	 5.0	 1.1306	  1.7891	 -3.8387	  2.0876
6300	 3.00	 5.0	 1.1561	  1.7419	 -3.7908	  2.0638
6400	 3.00	 5.0	 1.1761	  1.7136	 -3.7695	  2.0530
6500	 3.00	 5.0	 1.1800	  1.7296	 -3.7910	  2.0555
6600	 3.00	 5.0	 1.1671	  1.8021	 -3.8797	  2.0844
6700	 3.00	 5.0	 1.1484	  1.8970	 -4.0014	  2.1295
6800	 3.00	 5.0	 1.0949	  2.1051	 -4.2533	  2.2242
6900	 3.00	 5.0	 1.0552	  2.2698	 -4.4569	  2.3011
7000	 3.00	 5.0	 0.9775	  2.5597	 -4.8090	  2.4367
7100	 3.00	 5.0	 0.8671	  2.9607	 -5.2979	  2.6288
7200	 3.00	 5.0	 0.8090	  3.1910	 -5.5869	  2.7426
7300	 3.00	 5.0	 0.7197	  3.5275	 -6.0087	  2.9123
7400	 3.00	 5.0	 0.5745	  4.0478	 -6.6550	  3.1751
7500	 3.00	 5.0	 0.0797	  5.7126	 -8.6852	  4.0039
7600	 3.00	 5.0	-0.0279	  6.1170	 -9.2107	  4.2263
7700	 3.00	 5.0	-0.1384	  6.5370	 -9.7605	  4.4602
7800	 3.00	 5.0	-0.3568	  7.3016	-10.7104	  4.8500
7900	 3.00	 5.0	-0.4816	  7.7770	-11.3164	  5.0980
8000	 3.00	 5.0	-0.7094	  8.5872	-12.3232	  5.5079
3000	-0.25	 2.5	-2.3931	  8.3655	 -6.4712	  1.3439
3000	-0.50	 2.5	-2.0573	  4.6757	  0.0318	 -1.8295
3100	-0.25	 2.5	-2.7092	  9.3014	 -8.0619	  2.2852
3100	-0.50	 2.5	-1.9657	  4.6389	 -0.8895	 -0.9555
3200	-0.25	 2.5	-0.8056	  2.5034	 -2.9606	  2.1965
3200	-0.50	 2.5	 0.4533	 -2.5289	  4.3174	 -1.2219
3300	-0.25	 2.5	-0.8577	  1.3131	  0.9087	 -0.4552
3300	-0.50	 2.5	 0.7699	 -4.4441	  7.6298	 -2.9287
3400	-0.25	 2.5	 0.9663	 -5.0566	  8.4534	 -3.3179
3500	-0.25	 2.5	 1.8509	 -8.7053	 13.7040	 -5.7479
3500	-0.50	 2.5	 2.7857	-11.1649	 15.2560	 -5.6921
3600	-0.25	 2.5	 2.4996	-11.0633	 16.6852	 -6.9728
3600	-0.50	 2.5	 3.1582	-12.1312	 15.8839	 -5.6923
3700	-0.25	 2.5	 2.8857	-12.5037	 18.5894	 -7.7950
3800	-0.25	 2.5	 3.2305	-13.7833	 20.2813	 -8.5271
3900	-0.25	 2.5	 3.4743	-14.7146	 21.5604	 -9.1015
4000	-0.25	 2.5	 3.6797	-15.4471	 22.4846	 -9.4832
4100	-0.25	 2.5	 3.9237	-16.3154	 23.5840	 -9.9399
4200	-0.25	 2.5	 4.1165	-16.9613	 24.3385	-10.2260
4300	-0.25	 2.5	 4.4408	-17.9708	 25.3907	-10.5662
4400	-0.25	 2.5	 4.7187	-18.4928	 25.3190	-10.2213
3000	 0.00	 2.5	-3.0191	 11.1569	-12.7953	  5.4490
3100	 0.00	 2.5	-3.2194	 11.3707	-12.4646	  5.0842
3200	 0.00	 2.5	-1.5087	  5.4356	 -6.6838	  3.6493
3300	 0.00	 2.5	-2.0252	  6.0959	 -5.4755	  2.2418
3400	 0.00	 2.5	-0.1114	 -1.1393	  3.6924	 -1.4733
3500	 0.00	 2.5	 0.6484	 -4.5627	  8.9743	 -4.0481
3600	 0.00	 2.5	 0.9783	 -5.9134	 10.8582	 -4.8904
3700	 0.00	 2.5	 1.3231	 -7.3306	 12.8936	 -5.8313
3800	 0.00	 2.5	 1.5491	 -8.2891	 14.3308	 -6.5217
3900	 0.00	 2.5	 1.8343	 -9.4296	 15.9401	 -7.2568
4000	 0.00	 2.5	 1.9965	-10.1005	 16.9212	 -7.7188
4100	 0.00	 2.5	 2.0287	-10.3153	 17.3624	 -7.9764
4200	 0.00	 2.5	 2.3104	-11.3747	 18.7585	 -8.5751
4300	 0.00	 2.5	 2.4632	-11.9868	 19.6331	 -8.9802
4400	 0.00	 2.5	 2.6456	-12.7028	 20.6370	 -9.4379
4500	 0.00	 2.5	 2.8610	-13.5219	 21.7474	 -9.9294
4600	 0.00	 2.5	 3.0437	-14.2229	 22.7110	-10.3620
4700	 0.00	 2.5	 3.4043	-15.5386	 24.4095	-11.0789
4800	 0.00	 2.5	 3.4961	-15.9321	 25.0200	-11.3819
4900	 0.00	 2.5	 4.0011	-17.7008	 27.1913	-12.2512
5000	 0.00	 2.5	 4.3134	-18.8101	 28.5852	-12.8247
3000	 2.00	 2.5	-6.7824	 28.2735	-42.7768	 21.8279
3000	 2.50	 2.5	-6.1735	 25.6941	-38.6102	 19.6733
3000	 0.25	 2.5	-2.7030	 10.8090	-12.8735	  5.5922
3000	 2.75	 2.5	-4.4873	 19.0874	-28.1808	 14.2800
3100	 2.00	 2.5	-0.7143	  5.0523	 -7.0244	  3.6177
3100	 2.25	 2.5	-3.9230	 17.0273	-25.2952	 12.9231
3100	 2.50	 2.5	-4.9773	 21.0253	-31.3895	 16.0055
3100	 0.25	 2.5	-3.0979	 11.9517	-14.0064	  5.9485
3100	 2.75	 2.5	-4.9596	 20.7645	-30.8322	 15.6926
3200	 2.00	 2.5	 0.0459	  3.7114	 -5.7518	  3.0149
3200	 2.25	 2.5	-0.4889	  4.2762	 -5.7799	  2.9506
3200	 2.50	 2.5	-2.2129	 10.5244	-15.3061	  7.8356
3200	 0.25	 2.5	-2.2757	  8.9181	-11.1370	  5.3470
3200	 2.75	 2.5	-3.2991	 14.4085	-20.9874	 10.6533
3300	 2.00	 2.5	 0.5889	  1.4250	 -2.6833	  1.7380
3300	 2.25	 2.5	 0.5805	  1.5219	 -2.9178	  1.8691
3300	 2.50	 2.5	 1.6179	 -1.8553	  2.4384	 -1.0750
3300	 0.25	 2.5	-2.8280	  9.6472	-10.3387	  4.3127
3300	 2.75	 2.5	-0.5716	  4.4404	 -6.1567	  3.2201
3400	 2.00	 2.5	 0.2773	  1.9070	 -3.1898	  2.0582
3400	 2.25	 2.5	 0.9581	 -0.2669	 -0.5219	  0.9208
3400	 2.50	 2.5	 1.2283	 -1.3021	  0.9844	  0.1854
3400	 0.25	 2.5	-1.0952	  2.9053	 -1.7734	  0.8709
3400	 2.75	 2.5	 2.0456	 -3.3114	  3.8577	 -1.4434
3500	 2.00	 2.5	-0.1933	  3.7848	 -5.4472	  2.8901
3500	 2.25	 2.5	 0.6201	  0.6256	 -1.3905	  1.2217
3500	 2.50	 2.5	 0.9782	 -0.4318	 -0.1613	  0.7099
3500	 0.25	 2.5	-0.6886	  0.5794	  2.3477	 -1.3161
3500	 2.75	 2.5	 1.3160	 -1.6545	  1.4778	 -0.0320
3600	 2.00	 2.5	-0.3374	  3.8984	 -5.1393	  2.6019
3600	 2.25	 2.5	 0.2239	  2.4632	 -3.9186	  2.2956
3600	 2.50	 2.5	 0.7212	  0.7285	 -1.5594	  1.2021
3600	 0.25	 2.5	-0.5109	 -0.3175	  3.7572	 -1.9986
3600	 2.75	 2.5	 1.1751	 -1.1011	  0.7839	  0.2511
3700	 2.00	 2.5	-0.5961	  4.8834	 -6.3943	  3.1167
3700	 2.25	 2.5	 0.0399	  2.9426	 -4.1592	  2.2306
3700	 2.50	 2.5	 0.5636	  1.2901	 -2.2480	  1.4806
3700	 0.25	 2.5	-0.2536	 -1.4926	  5.5782	 -2.8874
3700	 2.75	 2.5	 1.0148	 -0.2299	 -0.3966	  0.7216
3800	 2.00	 2.5	-0.7954	  5.5541	 -7.1317	  3.3702
3800	 2.25	 2.5	-0.1697	  3.6937	 -5.0576	  2.5759
3800	 2.50	 2.5	 0.4119	  1.8771	 -2.9556	  1.7467
3800	 0.25	 2.5	-0.0573	 -2.3886	  6.9603	 -3.5589
3800	 2.75	 2.5	 0.9079	  0.2405	 -0.9864	  0.9460
3900	 2.00	 2.5	-1.0009	  6.2158	 -7.8477	  3.6159
3900	 2.25	 2.5	-0.3395	  4.2808	 -5.7170	  2.8079
3900	 2.50	 2.5	 0.3282	  2.2189	 -3.3411	  1.8714
3900	 0.25	 2.5	 0.0937	 -3.0794	  8.0351	 -4.0855
3900	 2.75	 2.5	 0.7956	  0.7018	 -1.5468	  1.1539
4000	 2.00	 2.5	-1.1033	  6.5988	 -8.2767	  3.7585
4000	 2.25	 2.5	-0.4797	  4.7746	 -6.2730	  3.0020
4000	 2.50	 2.5	 0.1496	  2.8456	 -4.0695	  2.1413
4000	 0.25	 2.5	 0.1872	 -3.5359	  8.7857	 -4.4684
4000	 2.75	 2.5	 0.7039	  1.0664	 -1.9708	  1.3015
4100	 2.00	 2.5	-1.2836	  7.2025	 -8.9644	  4.0103
4100	 2.25	 2.5	-0.5925	  5.2034	 -6.7823	  3.1888
4100	 2.50	 2.5	 0.0577	  3.2157	 -4.5164	  2.3057
4100	 0.25	 2.5	 0.1394	 -3.4372	  8.7932	 -4.5313
4100	 2.75	 2.5	 0.6358	  1.3611	 -2.3244	  1.4262
4200	 2.00	 2.5	-1.3841	  7.5904	 -9.4211	  4.1737
4200	 2.25	 2.5	-0.6733	  5.5401	 -7.1899	  3.3365
4200	 2.50	 2.5	-0.0110	  3.5157	 -4.8819	  2.4370
4200	 0.25	 2.5	 0.3383	 -4.2790	 10.0221	 -5.1051
4200	 2.75	 2.5	 0.5870	  1.5998	 -2.6216	  1.5324
4300	 2.00	 2.5	-1.4808	  7.9837	 -9.9072	  4.3577
4300	 2.25	 2.5	-0.7578	  5.9044	 -7.6528	  3.5154
4300	 2.50	 2.5	-0.0614	  3.7736	 -5.2193	  2.5655
4300	 0.25	 2.5	 0.2807	 -4.1312	  9.9515	 -5.1298
4300	 2.75	 2.5	 0.5557	  1.8002	 -2.8920	  1.6338
4400	 2.00	 2.5	-1.5756	  8.3753	-10.3902	  4.5387
4400	 2.25	 2.5	-0.8333	  6.2451	 -8.0889	  3.6827
4400	 2.50	 2.5	-0.1127	  4.0417	 -5.5741	  2.7018
4400	 0.25	 2.5	 0.5295	 -5.1544	 11.4110	 -5.7990
4400	 2.75	 2.5	 0.5247	  2.0022	 -3.1705	  1.7412
4500	 2.00	 2.5	-1.6752	  8.7802	-10.8965	  4.7338
4500	 2.25	 2.5	-0.9032	  6.5685	 -8.5067	  3.8439
4500	 2.50	 2.5	-0.1664	  4.3280	 -5.9632	  2.8565
4500	 0.25	 2.5	 0.6604	 -5.7143	 12.2506	 -6.2016
4500	 2.75	 2.5	 0.4853	  2.2426	 -3.5066	  1.8757
4600	 2.00	 2.5	-1.7851	  9.2195	-11.4420	  4.9434
4600	 2.25	 2.5	-0.9838	  6.9325	 -8.9814	  4.0313
4600	 2.50	 2.5	-0.2186	  4.6007	 -6.3286	  2.9999
4600	 0.25	 2.5	 0.6650	 -5.7953	 12.4710	 -6.3463
4600	 2.75	 2.5	 0.4858	  2.3520	 -3.6807	  1.9420
4700	 2.00	 2.5	-1.9051	  9.6956	-12.0355	  5.1738
4700	 2.25	 2.5	-1.0490	  7.2579	 -9.4157	  4.2029
4700	 2.50	 2.5	-0.2609	  4.8595	 -6.6917	  3.1457
4700	 0.25	 2.5	 0.9522	 -6.9406	 14.0658	 -7.0639
4700	 2.75	 2.5	 0.4401	  2.6187	 -4.0529	  2.0924
4800	 2.00	 2.5	-2.0217	 10.1495	-12.5992	  5.3930
4800	 2.25	 2.5	-1.1644	  7.7356	-10.0311	  4.4496
4800	 2.50	 2.5	-0.3509	  5.2709	 -7.2415	  3.3702
4800	 0.25	 2.5	 1.2315	 -8.0507	 15.6144	 -7.7632
4800	 2.75	 2.5	 0.3803	  2.9419	 -4.5057	  2.2803
4900	 2.00	 2.5	-2.2251	 10.8413	-13.4116	  5.7027
4900	 2.25	 2.5	-1.3161	  8.3010	-10.7289	  4.7242
4900	 2.50	 2.5	-0.4627	  5.7426	 -7.8584	  3.6215
4900	 0.25	 2.5	 1.6896	 -9.8011	 17.9516	 -8.7764
4900	 2.75	 2.5	 0.3063	  3.3127	 -5.0179	  2.4934
5000	 2.00	 2.5	-2.4238	 11.5075	-14.1873	  5.9965
5000	 2.25	 2.5	-1.4986	  8.9602	-11.5373	  5.0441
5000	 2.50	 2.5	-0.6269	  6.3667	 -8.6421	  3.9358
5000	 0.25	 2.5	 1.7916	-10.2394	 18.6197	 -9.1019
5000	 2.75	 2.5	 0.1827	  3.8233	 -5.6805	  2.7631
5100	 2.00	 2.5	-2.6887	 12.3349	-15.1079	  6.3344
5100	 2.25	 2.5	-1.7369	  9.7724	-12.5052	  5.4219
5100	 2.50	 2.5	-0.8290	  7.1063	 -9.5614	  4.3052
5100	 0.25	 2.5	 2.2408	-11.9472	 20.9010	-10.0933
5100	 2.75	 2.5	 0.0096	  4.5012	 -6.5535	  3.1222
5200	 2.00	 2.5	-2.9222	 13.0679	-15.9262	  6.6354
5200	 2.25	 2.5	-2.0014	 10.6490	-13.5303	  5.8162
5200	 2.50	 2.5	-1.0552	  7.9141	-10.5554	  4.7033
5200	 2.75	 2.5	-0.1703	  5.1937	 -7.4383	  3.4846
5300	 2.00	 2.5	-3.1145	 13.6669	-16.5848	  6.8725
5300	 2.25	 2.5	-2.2191	 11.3695	-14.3711	  6.1386
5300	 2.50	 2.5	-1.2605	  8.6368	-11.4312	  5.0484
5300	 2.75	 2.5	-0.3474	  5.8606	 -8.2764	  3.8227
5400	 2.00	 2.5	-3.3164	 14.2977	-17.2864	  7.1295
5400	 2.25	 2.5	-2.4021	 11.9856	-15.0985	  6.4199
5400	 2.50	 2.5	-1.4432	  9.2862	-12.2286	  5.3673
5400	 2.75	 2.5	-0.4965	  6.4339	 -9.0093	  4.1231
5500	 2.00	 2.5	-3.4691	 14.7690	-17.7972	  7.3097
5500	 2.25	 2.5	-2.5949	 12.6221	-15.8365	  6.7002
5500	 2.50	 2.5	-1.5989	  9.8416	-12.9059	  5.6349
5500	 2.75	 2.5	-0.6197	  6.9112	 -9.6172	  4.3701
5600	 2.00	 2.5	-3.6300	 15.2354	-18.2742	  7.4681
5600	 2.25	 2.5	-2.7660	 13.1685	-16.4528	  6.9286
5600	 2.50	 2.5	-1.7654	 10.4194	-13.5990	  5.9054
5600	 2.75	 2.5	-0.7634	  7.4519	-10.2983	  4.6457
5700	 2.00	 2.5	-3.7781	 15.6682	-18.7232	  7.6204
5700	 2.25	 2.5	-2.9152	 13.6514	-17.0043	  7.1354
5700	 2.50	 2.5	-1.9014	 10.8956	-14.1754	  6.1327
5700	 2.75	 2.5	-0.8717	  7.8691	-10.8308	  4.8631
5800	 2.00	 2.5	-3.8538	 15.9159	-18.9914	  7.7109
5800	 2.25	 2.5	-2.9911	 13.9250	-17.3285	  7.2568
5800	 2.50	 2.5	-1.9707	 11.1604	-14.5010	  6.2586
5800	 2.75	 2.5	-0.9268	  8.1039	-11.1342	  4.9842
5900	 2.00	 2.5	-3.9076	 16.1162	-19.2308	  7.8003
5900	 2.25	 2.5	-3.0373	 14.1139	-17.5660	  7.3490
5900	 2.50	 2.5	-2.0126	 11.3517	-14.7570	  6.3632
5900	 2.75	 2.5	-0.9567	  8.2632	-11.3575	  5.0772
6000	 2.00	 2.5	-3.9425	 16.2506	-19.3821	  7.8499
6000	 2.25	 2.5	-3.0670	 14.2432	-17.7236	  7.4056
6000	 2.50	 2.5	-2.0321	 11.4567	-14.8939	  6.4141
6000	 2.75	 2.5	-0.9679	  8.3516	-11.4845	  5.1274
6100	 2.00	 2.5	-3.9730	 16.3674	-19.5101	  7.8897
6100	 2.25	 2.5	-3.0884	 14.3417	-17.8402	  7.4441
6100	 2.50	 2.5	-2.0416	 11.5255	-14.9845	  6.4455
6100	 2.75	 2.5	-0.9655	  8.3895	-11.5454	  5.1492
6200	 2.00	 2.5	-4.0080	 16.5009	-19.6650	  7.9440
6200	 2.25	 2.5	-3.1157	 14.4621	-17.9904	  7.4998
6200	 2.50	 2.5	-2.0517	 11.6006	-15.0904	  6.4866
6200	 2.75	 2.5	-0.9623	  8.4249	-11.6079	  5.1742
6300	 2.00	 2.5	-4.0500	 16.6372	-19.7979	  7.9795
6300	 2.25	 2.5	-3.1487	 14.5832	-18.1202	  7.5394
6300	 2.50	 2.5	-2.0669	 11.6773	-15.1811	  6.5152
6300	 2.75	 2.5	-0.9622	  8.4579	-11.6526	  5.1865
